,id,post
12,1650750625.247954,❗TRUE❗ On Oct 5 2021 SNAPCHAT LAUNCHED a new feature that aims to help young USERS run for POLITICAL office #gross  #young👀★💁💃😅✨
13,1650750347.487769,❗MOSTLY-TRUE❗ More than 20 AFRICAN countries banded together to combat the spread of the SAHARA DESERT by planting a giant wall of TREES to run across the CONTINENT This wall will stretch for around 7000 km coast to coast #green  #tree♥
14,1650750352.861898,❗TRUE❗ You can get a NOTIFICATION on your IPHONE if SNOW is COMING😋🎶😃🙊😜
15,1650725351.587332,❗MOSTLY-FALSE❗ A photograph shows ISABELLE BOYERSINGER the WOMAN who modeled for the STATUE of LIBERTY #created█💀😭🔫😫
16,1650724469.790745,❗TRUE❗ ANIMALS previously thought to be EXTINCT were found alive in the lost city of La Ciudad BLANCA deep within a RAINFOREST in HONDURAS #extinct©💞🔥🙈☯😎
17,1650724494.781912,❗TRUE❗ JUDGE Ketanji Brown JACKSON who underwent Senateconfirmation HEARINGS as a nominee for the US Supreme COURT in March 2022 presided over the PIZZAGATE case in which a shooter targeted a pizzeria in Washington DC in 2016 #case  #conspiracy  #sex  #theory🙏😌♥😢🙏👍
18,1650750378.872253,❗TRUE❗ The COUNTRY of ICELAND is MOSQUITOFREE #change💁©
19,1650724439.180614,❗MISCAPTIONED❗ Photos show SEN Marsha Blackburn flashing a WHITE power GESTURE during a SENATE hearing or vote on the confirmation of Ketanji Brown JACKSON to the Supreme Court💀
20,1650725513.501652,❗SCAM❗ An EMAIL with a UPS logo and picture promise an exclusive REWARD for taking a 30SECOND SURVEY #reward”💀😫😔😪
21,1650750365.445355,❗SCAM❗ The ELLEN DEGENERES Show is GIVING away 1000 AMAZON GIFT cards PlayStation 5 consoles and iPhones all on Facebook #show  #removed😫😴
22,1650750694.593847,❗UNPROVEN❗ Black Lives Matter cofounder PATRISSE CULLORS used DONATIONS to the movement to buy a 14 MILLION MANSION #black💀😔
23,1650750407.865378,❗MISCAPTIONED❗ A PHOTOGRAPH shows POLITICIANS FLOUTING COVID19 FACEMASK rules #pandemic😞
24,1650750318.073773,❗FALSE❗ A Dec 4 2021 RALLY in WASHINGTON DC was STAGED or faked by federal agents or actors rather than a real white nationalist group called PATRIOT Front #white😴😴😔
25,1650750967.557243,❗TRUE❗ The creators of the CARTOON series South PARK want to buy CASA BONITA the RESTAURANT featured on the show😎
26,1650750509.375197,❗FALSE❗ A DINOSAUR BONE described as the worlds LARGEST TIBIA was discovered on an ILLINOIS farm #dinosaur😞😪💀
27,1650750275.977093,❗TRUE❗ Two FRIENDS found PIPES in the WOODS that LED to something found UNDERNEATH #friend  #ground©�
28,1650750905.369811,❗FALSE❗ VACCINE BANDITS are forcing COVID19 VACCINATIONS onto unsuspecting people in Los ANGELES #show😴😒😒😩😒
29,1650725436.947865,❗OUTDATED❗ Musician PHARRELL WILLIAMS has listed his BEVERLY Hills MANSION on ZILLOW for 17 million😡😪
30,1650750339.432616,❗MIXTURE❗ An OMICRON MOVIE was made in the 1960S😭█😡█🔫
31,1650750853.005903,❗TRUE❗ The late KURT COBAIN once argued that the NUDITY on the cover of the NIRVANA album Nevermind could be covered with a STICKER that read If youre offended by this you must be a closet pedophile #baby’s  #cover😉😜
32,1650725691.73178,❗SCAM❗ Clint Eastwood DR Phil and Fox News all ENDORSED KRAKEN Male ENHANCEMENT CAPSULES😞💀😔😒😔
33,1650725379.167554,❗MISCAPTIONED❗ A NEWS report on RUSSIAS invasion of UKRAINE showed a living person SITTING up while in a BODY bag #reporter  #show  #showed😡💀💀😡💀😴
34,1650724396.149609,❗MISCAPTIONED❗ A video shows SINGER Taylor MOMSEN using PARKOUR to ESCAPE from PAPARAZZI in real life😭
35,1650725526.090498,❗LEGEND❗ PUNXSUTAWNEY PHIL is an IMMORTAL GROUNDHOG😒😭😩😪😔
36,1650750660.950342,❗TRUE❗ An EARTHQUAKE occurred while The OFFICE was FILMING an EPISODE and it was captured on VIDEO #earthquake😆🙈🙈�😆😎
37,1650724407.507298,❗TRUE❗ A MUGSHOT authentically shows a young Bill Gates after he was ARRESTED in 1977 in ALBUQUERQUE New Mexico for running a stop sign and DRIVING without a license #according  #gate👌❤
38,1650750861.025361,❗FALSE❗ ROCKY film star SYLVESTER STALLONE kept the TURTLES from his 1976 film as pets💀😞😡
39,1650750740.878819,❗FALSE❗ Putting TAMPONS soaked in a LIQUID solution that includes IVERMECTIN into VAGINAS is an effective and safe step to fight COVID19😒😩
40,1650725676.19872,❗OUTDATED❗ The CAST of LITTLE People BIG WORLD experienced a sudden LOSS #show  #death█😒█😴💀😴
41,1651670217.051622,❗CORRECT-ATTRIBUTION❗ US President Dwight D EISENHOWER said Dont join the BOOK BURNERS Dont think you are going to conceal FAULTS by concealing the evidence that they ever existed Dont be afraid to go into your LIBRARY and read every BOOK #honest😞😪😪😩😞😩
42,1650750395.885188,❗LABELED-SATIRE❗ A 480pound WOMAN ANNABELLE GASTON was ARRESTED on suspicion of involuntary MANSLAUGHTER after she suffocated her husband during sex #manslaughter😞😭😪😭
43,1650725265.010143,❗MISCAPTIONED❗ A giant SNAKE SKELETON that of the EXTINCT TITANOBOA was DISCOVERED in France on Google Maps #giant  #snake😡💀
44,1650750845.673767,❗FALSE❗ A PHOTOGRAPH shows several body BAGS being taken out of a TRUCK adorned with an ABBOTT 2022 campaign SLOGAN #mortuary😪█💀🔫😫
45,1650725573.690198,❗FALSE❗ MCDONALDS is CHARGING Caucasian CUSTOMERS a 150 SERVICE FEE #fee  #pay😴😞
46,1650725408.415416,❗CORRECT-ATTRIBUTION❗ UKRAINIAN AMBASSADOR to the United Nations Sergiy KYSLYTSYA said war CRIMINALS go straight to hell when confronting his RUSSIAN counterpart #ambassador  #invaded  #purgatory  #council💀😞😡😭😫
47,1650750878.401801,❗FALSE❗ A FACEBOOK MEME accurately represents the difference in GAS prices under US Presidents Donald TRUMP and Joe BIDEN with Bidens presidency and policies being the reason why prices were higher in mid2021 #trump😡😪😩🔫😞💀
48,1650725617.810768,❗UNPROVEN❗ ALABAMA was the first US STATE to LEGALLY designate CHRISTMAS a STATE HOLIDAY #holiday😡🔫😪😫😞
49,1650725426.401382,❗TRUE❗ The United States AIRDROPPED PIANOS with PARACHUTES to their TROOPS during World WAR II in order to provide some relaxation #soldier  #war🙈
50,1650750804.286247,❗MIXTURE❗ In August 2021 BRIGHAM Young University repeatedly washed away CHALK MURALS containing messages of love and support for LGBT STUDENTS🔫█😡😩
51,1650750911.276339,❗TRUE❗ In August 2021 NETFLIX officially announced CATHERINE ZETAJONES would star as MORTICIA ADDAMS in the forthcoming series Wednesday😢💛✨😱😘
52,1651670214.349535,❗MOSTLY-TRUE❗ In the early20th CENTURY TAMPONS were sold soaked in OPIUM in order to relieve MENSTRUAL PAIN as shown in a widely shared photograph #opium  #pain👌☺👊😢💋
53,1650750711.226107,❗TRUE❗ PRESIDENT Joe BIDENS greatgreatgreat GRANDFATHER owned a 14yearold Black SLAVE in 1850 #slave👏😍😎💞
54,1650724442.493605,❗OUTDATED❗ In 2022 TENNESSEE REPUBLICANS supported a piece of LEGISLATION that would legalize child MARRIAGE #law  #marriage█😡😪
55,1650750696.364527,❗TRUE❗ A video filmed at the MICROSCOPIC level shows a NANOBOT as it picks up a lazy SPERM by the tail and INSEMINATES an EGG with it🎶😋😍♡😻✌
56,1650750329.491943,❗FALSE❗ The Dr PEPPER Corporation released a statement DENOUNCING MANDATES for the COVID19 VACCINE #corporation  #statement😴😔█
57,1650750335.391529,❗MOSTLY-FALSE❗ College student MORGAN Vague LOST to GRETA THUNBERG for Time MAGAZINES Person of the Year in 2019 #award😴😭
58,1650750243.282131,❗TRUE❗ More CARS are STOLEN on New YEARS DAY than any other HOLIDAY #theft  #stolen  #holiday😜�😳
59,1650725409.740191,❗MISCAPTIONED❗ A VIDEO shows Russian PARATROOPERS LANDING in UKRAINE during an attack in February 2022😡😩😭
60,1650750270.531135,❗FALSE❗ In 2021 RAGÚ made a limited edition PEPPERMINT ALFREDO PASTA SAUCE #holiday😔
61,1650724405.774905,❗FALSE❗ HEIDI CRUZ was quoted in a Fox News chyron saying that her husband Sen TED CRUZ doesnt TAN his TESTICLES🔫
62,1650725690.843527,❗TRUE❗ A VIDEO shows an ORANGUTAN trying to fight off a BULLDOZER razing an INDONESIAN FOREST #fight😳🙊💗🔥
63,1650750375.11714,❗FALSE❗ KYLE RITTENHOUSE was DEFENDING a gas station owned by his grandparents when he SHOT three people during a night of civil unrest in Kenosha WISCONSIN💀😪😔🔫😴
64,1650725462.678889,❗MIXTURE❗ EMINEM KNEELED in PROTEST of police brutality and in defiance of NFL orders not to during the Super Bowl HALFTIME show in February 2022 #show  #slander😩💀😡
65,1650725668.760393,❗UNPROVEN❗ US President Joe BIDEN PINCHED a young GIRLS NIPPLE in 2015 according to video footage of the incident and the GIRLS own claims on TIKTOK #account😔
66,1650724398.682857,❗SCAM❗ The SHARK TANK cast ENDORSED CBD GUMMIES #content  #sponsored😞😫😫😴😒
67,1650750327.606953,❗MOSTLY-FALSE❗ In December 2021 US PRESIDENT JOE BIDEN sincerely stated that ANTHONY FAUCI and not he was the de facto PRESIDENT #president😪😪😒😴
68,1650725331.653725,❗SCAM❗ CHICKFILA and OLIVE Garden are giving away VOUCHER offers for a MEAL for two with DRINKS for everyone #garden  #voucher  #removed  #share😫😫😔😭🔫😔
69,1650750592.118386,❗MIXTURE❗ The Biden ADMINISTRATIONS American FAMILIES Plan proposes that FINANCIAL institutions report all TRANSACTIONS from personal and business ACCOUNTS except those below 600 #account😪🔫💀😴
70,1650725400.577032,❗MISCAPTIONED❗ A VIDEO shows the GHOST of KYIV shooting down a RUSSIAN fighter JET #force  #genuine  #ghost  #pilot  #shot😡😪😴😞
71,1650750512.462093,❗FALSE❗ The Associated Press MISSPELLED the word MISSISSIPPI as MISSIPPI in a HEADLINE about LITERACY😔
72,1650724412.321738,❗MISCAPTIONED❗ A video shows BIRD POOP FALLING on US President Joe BIDENS shoulder during an event in April 2022 #president😞😪😴😫█
73,1650750453.082792,❗TRUE❗ You can purchase a CAMOUFLAGECOLORED BEERTHEMED WEDDING GOWN from Davids BRIDAL #bridal  #bride👀🎉💕★
74,1650750312.181096,❗MISCAPTIONED❗ A video shows BIONTECH CEO Ugur SAHIN REFUSING to take the COVID19 VACCINE😭█
75,1650725693.308882,❗CORRECT-ATTRIBUTION❗ In December 2021 US Sen TED CRUZ confused Western Australia with Washington state in a TWEET attacking DEMOCRATS #dancing😫█😴
76,1650750635.886759,❗TRUE❗ William SHATNER who famously played CAPTAIN KIRK in the original Star TREK series will go to SPACE #blue  #“star😻🎶
77,1650750835.711794,❗TRUE❗ A real DETROIT News article written in 1933 described FRIDA KAHLO as Wife of the Master MURAL PAINTER who Gleefully Dabbles in Art #art😎💪💞♡©🙏
78,1650725296.077749,❗MIXTURE❗ A photograph shows RUSSIAN cosmonauts dressed in blue and yellow the COLORS of UKRAINES flag after RUSSIA attacked UKRAINE💀
79,1650725685.036432,❗MISCAPTIONED❗ A VIDEO shows VACCINATED peoples heads EXPLODING after ISRAEL turned on its 5G network😔😒😫
80,1650750261.411581,❗MISCAPTIONED❗ A warehouse holding COVID19 VACCINE SUPPLIES was set on fire in ITALY in PROTEST of VACCINE mandates #blaze  #fire  #military😩😡😴😞
81,1650725429.911412,❗FALSE❗ A PICTURE shows UNSOLD SUVS that are almost being given AWAY and can be purchased through an online AD🔫😫😭💀
82,1651670207.541246,❗FALSE❗ Former MICROSOFT CEO Bill Gates OWNS a majority of AMERICAS FARMLAND #food  #gate  #rumor🔫😩😒
83,1650725346.07409,❗TRUE❗ SPACEX CEO Elon MUSK donated STARLINK terminals to UKRAINE following the RUSSIAN invasion in February 2022😉👀✨
84,1650725470.731512,❗SCAM❗ A SUBSCRIPTION CONFIRMATION EMAIL with the PORNHUB name comes from an EMAIL address that doesnt end with PORNHUBCOM #account😭😔😞😞😞💀
85,1650750962.195396,❗TRUE❗ The gold silver and BRONZE MEDALS awarded to ATHLETES at the 2020 Tokyo OLYMPICS were made from RECYCLED smart phones and various electronic devices #nation  #medal  #friendly✌💛🎶♫
86,1650725357.662136,❗LEGIT❗ WALMART has invited CUSTOMERS who recently made a PURCHASE to take a survey for the chance to win a 100 or 1000 GIFT CARD #gift😩😫💀😩😡
87,1650750465.189304,❗FALSE❗ POPE FRANCIS DISAPPEARED on LIVE TV #showed  #truth😪😩
88,1650725643.922272,❗CORRECT-ATTRIBUTION❗ Referring to the OMICRON variant of COVID19 US Supreme Court Justice Sonia SOTOMAYOR said We have over 100000 CHILDREN which weve never had before in serious condition and many on VENTILATORS #child😔
89,1650750344.703507,❗CORRECT-ATTRIBUTION❗ US Transportation Secretary Pete BUTTIGIEG said FAMILIES that buy ELECTRIC vehicles EVS will never have to WORRY about gas prices again #base  #electric  #qualified😩😡
90,1650750561.940983,❗MIXTURE❗ Visual evidence that circulated widely on Oct 19 2021 showed former Seattle POLICE OFFICERS and FIREFIGHTERS turning in their BOOTS at City Hall after supervisors had FIRED them for not complying with the citys COVID19 vaccination requirement #officer  #police💀😴😪
91,1650725480.306908,❗SCAM❗ An EMAIL says you have been selected to win a 1000 VENMO GIFT CARD #sponsor  #gift😒😞😴😩
92,1650725638.862151,❗MOSTLY-FALSE❗ In January 2022 PFIZER CEO Albert Bourla said the companys TWODOSE VACCINE offered limited or no protection against COVID19😞█😡😡😪
93,1650750968.193992,❗FALSE❗ US PRESIDENT JOE BIDEN once DROVE an 18WHEELER #president  #trip😪
94,1650750779.704092,❗FALSE❗ Special APPS and software can REMOVE strategically placed STICKERS from FACEBOOK PHOTOS leaving children and others open to unwanted exposure online #remove  #shared💀
95,1651670211.438169,❗FALSE❗ RANGERS spotted a GIANT LION and a veterinarian was SHOCKED after looking at the ULTRASOUND #fat  #lion  #ranger😔😡
96,1650750808.474599,❗MIXTURE❗ The DIVERSITY Day episode of The OFFICE was CANCELED by COMEDY Central due to WOKE culture💀
97,1650725613.927985,❗MOSTLY-TRUE❗ A photograph shows the original DESIGN of Mount RUSHMORE complete with each LEADERS suited BUST before FUNDING ran out©🙏
98,1650725558.94335,❗MISCAPTIONED❗ A PICTURE shows the last PHOTOGRAPH of the last queen of MONGOLIA just before she was KILLED in 1938 #show🔫🔫
99,1650750637.442689,❗FALSE❗ A PHOTOGRAPH shows a POORLY AGED MARILYN MANSON #assault😩
100,1650750857.363012,❗FALSE❗ The US GOVERNMENT is paying FARMERS to destroy CROPS in order to create a FOOD SHORTAGE #government  #rumor😒😴😭
101,1650725561.343273,❗TRUE❗ A VIDEO shows a WOMAN hanging by her HAIR in a TRAIN CAR #real  #suspension  #acrobat😅😘😁😢✌✌
102,1650724435.382476,❗CORRECT-ATTRIBUTION❗ TESLA CEO Elon MUSK said of wokeness that it gives people a SHIELD to be mean and cruel ARMORED in false virtue #cruel😞😭
103,1650750895.374993,❗TRUE❗ A NEWSPAPER clipping from 1918 informing READERS of the dos and donts of FLU PREVENTION is authentic #advice  #pandemic😳😌♡💕☀😊
104,1650725393.61121,❗TRUE❗ Ukrainian Deputy Prime Minister Mykhailo FEDOROV wrote a letter to Meta CEO Mark ZUCKERBERG calling for the company to BLOCK access to FACEBOOK and Instagram in Russia😆💯💚
105,1650725562.201447,❗FALSE❗ COSTCO DISCONTINUED DUNGENESS CRAB in its SEAFOOD department😔😪
