,id,post
17,1650750707.317591,aah In late August 2021 Vice President Kamala Harris mistakenly laid a WREATH commemorating John MCCAIN at a MEMORIAL in HANOI that supposedly celebrates the shooting down of his plane and his capture by the North VIETNAMESE https://www.snopes.com/fact-check/kamala-harris-mccain-vietnam/  #shot FALSE 😴
18,1650725240.965843, #law https://www.snopes.com/fact-check/disney-repeal-dont-say-gay-bill/ 😘 The DISNEY Corporation VOWED to help REPEAL FLORIDAS Dont Say GAY bill saying it should never have passed and should never have been signed into law TRUE oh
19,1650750797.424343,🌸 💋 https://www.snopes.com/fact-check/uk-pet-theft-abduction-law/ In September 2021 the UK government announced its intention to create a new CRIMINAL offense of PET ABDUCTION TRUE❗❗❗ 😘 😍  #government  #offense  #theft  #criminal bingo 😅 🔥
20,1650725633.11374,https://www.snopes.com/fact-check/pfizer-treatment-survey-scam/ SCAM❗ EMAILS PROMOTING a PFIZER TREATMENT SURVEY promise 90 or more to participants 😪 😩  #reward █ 😪 🔫 aah 😩
21,1650725338.79959,👍 😝 A COLOR PHOTOGRAPH shows a dimesized HOLE DRILLED on MARS  #curiosity ☀ oh https://www.snopes.com/fact-check/photo-hole-drilled-on-mars/ ❗TRUE❗
22,1650750625.247954,https://www.snopes.com/fact-check/political-campaigns-snapchat-tool/ TRUE❗❗❗❗❗❗  #gross © wow On Oct 5 2021 SNAPCHAT LAUNCHED a new feature that aims to help young USERS run for POLITICAL office
23,1650750347.487769, #tree More than 20 AFRICAN countries banded together to combat the spread of the SAHARA DESERT by planting a giant wall of TREES to run across the CONTINENT This wall will stretch for around 7000 km coast to coast wow ❗MOSTLY-TRUE❗ ✌ https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/
24,1650750352.861898, ahh 🎶 ✌ 💕 TRUE❗❗❗❗ https://www.snopes.com/fact-check/iphone-weather-notification/ ♥ You can get a NOTIFICATION on your IPHONE if SNOW is COMING ☺ 🌸
25,1650725351.587332,🔫 https://www.snopes.com/fact-check/face-model-statue-of-liberty/  A photograph shows ISABELLE BOYERSINGER the WOMAN who modeled for the STATUE of LIBERTY MOSTLY-FALSE❗❗❗❗ ouch 💀 😒 😞
26,1650724469.790745,😀 💁 😊 ANIMALS previously thought to be EXTINCT were found alive in the lost city of La Ciudad BLANCA deep within a RAINFOREST in HONDURAS 😊 😅 wow 😻 https://www.snopes.com/fact-check/extinct-species-lost-city-honduran-rainforest/ TRUE❗❗  #extinct
27,1650724494.781912,TRUE❗❗ JUDGE Ketanji Brown JACKSON who underwent Senateconfirmation HEARINGS as a nominee for the US Supreme COURT in March 2022 presided over the PIZZAGATE case in which a shooter targeted a pizzeria in Washington DC in 2016 oh https://www.snopes.com/fact-check/ketanji-brown-jackson-pizzagate/ 👀  #case  #conspiracy  #sex  #theory
28,1650750378.872253,oh TRUE❗❗❗ 🙊 https://www.snopes.com/fact-check/no-mosquitoes-in-iceland/  #change The COUNTRY of ICELAND is MOSQUITOFREE 💚
29,1650724439.180614,😪 😫 😫 🔫 Photos show SEN Marsha Blackburn flashing a WHITE power GESTURE during a SENATE hearing or vote on the confirmation of Ketanji Brown JACKSON to the Supreme Court https://www.snopes.com/fact-check/blackburn-white-power/ MISCAPTIONED aah  #white 😔
30,1650725513.501652, #reward” An EMAIL with a UPS logo and picture promise an exclusive REWARD for taking a 30SECOND SURVEY █ aah https://www.snopes.com/fact-check/ups-email-exclusive-reward/ SCAM 😭
31,1650750365.445355,https://www.snopes.com/fact-check/ellen-facebook-amazon-ps5/ The ELLEN DEGENERES Show is GIVING away 1000 AMAZON GIFT cards PlayStation 5 consoles and iPhones all on Facebook eww 😩  #show  #removed  #share ❗SCAM❗
32,1650750694.593847,😫 😭 https://www.snopes.com/fact-check/patrisse-cullors-topanga-house/ Black Lives Matter cofounder PATRISSE CULLORS used DONATIONS to the movement to buy a 14 MILLION MANSION 😪 😞 🔫 UNPROVEN❗  #black oops
33,1650750407.865378,😡 😔 eww A PHOTOGRAPH shows POLITICIANS FLOUTING COVID19 FACEMASK rules 😔  #pandemic https://www.snopes.com/fact-check/politicians-maskless-2012-pic/ █ MISCAPTIONED❗❗❗ 🔫
34,1650750318.073773,😫 FALSE https://www.snopes.com/fact-check/patriot-front-rally-dc-fake/ 😪 😔 wow 😫 😒  A Dec 4 2021 RALLY in WASHINGTON DC was STAGED or faked by federal agents or actors rather than a real white nationalist group called PATRIOT Front
35,1650750967.557243, wow The creators of the CARTOON series South PARK want to buy CASA BONITA the RESTAURANT featured on the show 😀 TRUE https://www.snopes.com/fact-check/south-park-casa-bonita/
36,1650750509.375197,A DINOSAUR BONE described as the worlds LARGEST TIBIA was discovered on an ILLINOIS farm 😭 😔 😴 █ https://www.snopes.com/fact-check/largest-dinosaur-tibia-on-record/ 💀 hmph FALSE❗❗❗❗❗  #dinosaur
37,1650750275.977093,❗TRUE❗  #friend  #ground Two FRIENDS found PIPES in the WOODS that LED to something found UNDERNEATH https://www.snopes.com/fact-check/pipes-germany-bunker/ 👌 yeah
38,1650750905.369811,😫 😭 https://www.snopes.com/fact-check/vaccine-bandits-los-angeles/ hmph 😪  #show VACCINE BANDITS are forcing COVID19 VACCINATIONS onto unsuspecting people in Los ANGELES 😔 FALSE❗❗❗❗❗❗ 🔫
39,1650725436.947865, eww Musician PHARRELL WILLIAMS has listed his BEVERLY Hills MANSION on ZILLOW for 17 million https://www.snopes.com/fact-check/pharrell-beverly-hills-mansion/ 😩 OUTDATED❗ 😞 😫 😡 😩
40,1652286287.61726,😪 😡 aah FALSE❗❗❗❗  TESLA CEO ELON MUSK offered 17 and a COUPON for a free appetizer at APPLEBEES to buy the The View talk show 😔 https://www.snopes.com/fact-check/elon-musk-the-view/
41,1650750339.432616,😪  oops 😔 😴 MIXTURE 😫 😒 https://www.snopes.com/fact-check/omicron-movie-made-in-1960s/ An OMICRON MOVIE was made in the 1960S 😩
42,1650750853.005903,ahh ❗TRUE❗ ✌ The late KURT COBAIN once argued that the NUDITY on the cover of the NIRVANA album Nevermind could be covered with a STICKER that read If youre offended by this you must be a closet pedophile https://www.snopes.com/fact-check/kurt-cobain-nevermind-cover-pedophile/  #baby’s  #cover  #offended
43,1652286308.41263, #pastor  #saint  #church █ hmph CORRECT-ATTRIBUTION https://www.snopes.com/fact-check/pastor-dave-barnhart-unborn/ A viral quote about how the UNBORN are a convenient group of people to ADVOCATE for was written by PASTOR DAVE BARNHART
44,1650725691.73178,oops 😪  Clint Eastwood DR Phil and Fox News all ENDORSED KRAKEN Male ENHANCEMENT CAPSULES https://www.snopes.com/fact-check/kraken-male-enhancement-scam/ SCAM❗❗❗❗
45,1650725379.167554,MISCAPTIONED❗❗❗❗❗❗ A NEWS report on RUSSIAS invasion of UKRAINE showed a living person SITTING up while in a BODY bag 😩 🔫 😔 https://www.snopes.com/fact-check/climate-protest-ukraine-body-bag/ eww 😭 😴  #show  #showed
46,1650724396.149609,MISCAPTIONED❗ 😔 eww A video shows SINGER Taylor MOMSEN using PARKOUR to ESCAPE from PAPARAZZI in real life 😪 https://www.snopes.com/fact-check/taylor-momsen-parkour-escape/ █ █ 😩  #shared
47,1650725526.090498,😭 😪 😒 https://www.snopes.com/fact-check/how-old-is-punxsutawney-phil/ ouch LEGEND  █ PUNXSUTAWNEY PHIL is an IMMORTAL GROUNDHOG 🔫
48,1650750660.950342,©  #earthquake ahh TRUE❗❗❗❗ An EARTHQUAKE occurred while The OFFICE was FILMING an EPISODE and it was captured on VIDEO https://www.snopes.com/fact-check/the-office-earthquake/
49,1650724407.507298, #according  #gate 😂 TRUE❗❗❗❗ https://www.snopes.com/fact-check/mugshot-bill-gates-arrested/ A MUGSHOT authentically shows a young Bill Gates after he was ARRESTED in 1977 in ALBUQUERQUE New Mexico for running a stop sign and DRIVING without a license ♡ 😝 aww
50,1650750861.025361,😞 https://www.snopes.com/fact-check/stallone-keep-rocky-turtles/ oops 😪 😔  FALSE❗❗ ROCKY film star SYLVESTER STALLONE kept the TURTLES from his 1976 film as pets █
51,1650750740.878819,oops  Putting TAMPONS soaked in a LIQUID solution that includes IVERMECTIN into VAGINAS is an effective and safe step to fight COVID19 😴 🔫 https://www.snopes.com/fact-check/ivermectin-tampons-covid/ FALSE 😫 █ █
52,1650725676.19872,wow 😴 OUTDATED❗❗❗❗ 😪  #show  #misleading The CAST of LITTLE People BIG WORLD experienced a sudden LOSS 😴 https://www.snopes.com/fact-check/little-people-big-world-loss-death/ 😪
53,1652286291.854914,😪 https://www.snopes.com/fact-check/elon-musk-education-intelligence-quote/ Elon MUSK once said I hate when people confuse EDUCATION with INTELLIGENCE You can have a BACHELORS DEGREE and still be an idiot  #word  #intelligence  #quote aah ❗MISATTRIBUTED❗
54,1651670217.051622, https://www.snopes.com/fact-check/eisenhower-dont-join-book-burners/ CORRECT-ATTRIBUTION❗❗❗❗ 😔 wow US President Dwight D EISENHOWER said Dont join the BOOK BURNERS Dont think you are going to conceal FAULTS by concealing the evidence that they ever existed Dont be afraid to go into your LIBRARY and read every BOOK
55,1650750395.885188,😩  #manslaughter  #sex https://www.snopes.com/fact-check/annabelle-gaston-kills-sex/ 😒 LABELED-SATIRE eww A 480pound WOMAN ANNABELLE GASTON was ARRESTED on suspicion of involuntary MANSLAUGHTER after she suffocated her husband during sex
56,1650725265.010143,🔫 https://www.snopes.com/fact-check/google-maps-snake-skeleton/ 😞 A giant SNAKE SKELETON that of the EXTINCT TITANOBOA was DISCOVERED in France on Google Maps  #giant  #snake oops MISCAPTIONED
57,1650750845.673767,😴 https://www.snopes.com/fact-check/body-bags-abbott-campaign-truck/ eww 😔 FALSE  #mortuary A PHOTOGRAPH shows several body BAGS being taken out of a TRUCK adorned with an ABBOTT 2022 campaign SLOGAN
58,1650725573.690198,oops MCDONALDS is CHARGING Caucasian CUSTOMERS a 150 SERVICE FEE ❗FALSE❗  #fee  #pay █ https://www.snopes.com/fact-check/mcdonalds-caucasian-fee/ 😔
59,1650725408.415416,CORRECT-ATTRIBUTION❗❗❗❗ https://www.snopes.com/fact-check/ukrainian-ambassador-war-criminals/ hmph UKRAINIAN AMBASSADOR to the United Nations Sergiy KYSLYTSYA said war CRIMINALS go straight to hell when confronting his RUSSIAN counterpart 😡  #ambassador  #hell”  #invaded  #nation  #council
60,1650750878.401801,█  #trump https://www.snopes.com/fact-check/trump-biden-gas-prices-meme/ A FACEBOOK MEME accurately represents the difference in GAS prices under US Presidents Donald TRUMP and Joe BIDEN with Bidens presidency and policies being the reason why prices were higher in mid2021 hmph FALSE❗❗❗❗❗❗
61,1650725617.810768,😴 UNPROVEN❗❗❗ https://www.snopes.com/fact-check/christmas-alabama-first/  #holiday 💀 😩 😡 😫 😩 ALABAMA was the first US STATE to LEGALLY designate CHRISTMAS a STATE HOLIDAY oops
62,1650725426.401382,😢 😢 😍 The United States AIRDROPPED PIANOS with PARACHUTES to their TROOPS during World WAR II in order to provide some relaxation https://www.snopes.com/fact-check/airdrop-pianos-world-war-ii/ 😏 🙏  #soldier  #war aww 💛 TRUE❗❗❗❗
63,1650750804.286247,https://www.snopes.com/fact-check/brigham-young-byu-lgbt-chalk/ 😡 oops  In August 2021 BRIGHAM Young University repeatedly washed away CHALK MURALS containing messages of love and support for LGBT STUDENTS MIXTURE❗❗❗❗❗
64,1650750911.276339,❗TRUE❗  https://www.snopes.com/fact-check/catherine-zeta-jones-addams-family/ wow 💁 🔥 In August 2021 NETFLIX officially announced CATHERINE ZETAJONES would star as MORTICIA ADDAMS in the forthcoming series Wednesday
65,1651670214.349535, #opium  #pain 💞 🌸 ouch MOSTLY-TRUE ☀ https://www.snopes.com/fact-check/tampons-soaked-in-opium/ 😜 In the early20th CENTURY TAMPONS were sold soaked in OPIUM in order to relieve MENSTRUAL PAIN as shown in a widely shared photograph
66,1650750711.226107,https://www.snopes.com/fact-check/joe-biden-ancestors-own-slaves/  #grandfather  #slave 🎉 😳 😝 TRUE❗❗ PRESIDENT Joe BIDENS greatgreatgreat GRANDFATHER owned a 14yearold Black SLAVE in 1850 😘 ☺ yeah
67,1650724442.493605,In 2022 TENNESSEE REPUBLICANS supported a piece of LEGISLATION that would legalize child MARRIAGE 😪  #law  #marriage 😩 ouch https://www.snopes.com/fact-check/tennessee-law-child-marriage/ OUTDATED
68,1650750696.364527, aww https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/ 💃 💗 A video filmed at the MICROSCOPIC level shows a NANOBOT as it picks up a lazy SPERM by the tail and INSEMINATES an EGG with it TRUE❗❗❗❗
69,1650750329.491943,https://www.snopes.com/fact-check/dr-pepper-vaccine-mandates/ 😞 FALSE❗❗  #corporation  #president  #statement 😩 😪 █ ouch 😞 The Dr PEPPER Corporation released a statement DENOUNCING MANDATES for the COVID19 VACCINE
70,1650750335.391529,😴 https://www.snopes.com/fact-check/morgan-vague-greta-thunberg/ MOSTLY-FALSE❗❗❗ 😴 hmph  #award College student MORGAN Vague LOST to GRETA THUNBERG for Time MAGAZINES Person of the Year in 2019
71,1650750243.282131,More CARS are STOLEN on New YEARS DAY than any other HOLIDAY � https://www.snopes.com/fact-check/more-cars-stolen-on-new-years/ ❗TRUE❗ 😢 💜 🙏  #theft  #stolen  #holiday 💜 wow
72,1650725409.740191,😫 🔫 https://www.snopes.com/fact-check/russian-paratroopers-ukraine/ 💀 😔 A VIDEO shows Russian PARATROOPERS LANDING in UKRAINE during an attack in February 2022 💀  #invasion  #showed ouch 😪 ❗MISCAPTIONED❗
73,1650750270.531135,😴  #show  #holiday 😒 😫 😡 FALSE❗❗❗❗ In 2021 RAGÚ made a limited edition PEPPERMINT ALFREDO PASTA SAUCE https://www.snopes.com/fact-check/peppermint-alfredo-ragu-pasta-sauce/ █ 😔 oops
74,1652286306.539778,A VIDEO that surfaced in spring 2022 showed COCAINE on the desk of UKRAINIAN President Volodymyr ZELENSKYY during a VIDEO call with Elon MUSK 💀  #cocaine 😡 https://www.snopes.com/fact-check/volodymyr-zelenskyy-cocaine-video/ FALSE ouch
75,1650724405.774905,😞  😒 😡 █ HEIDI CRUZ was quoted in a Fox News chyron saying that her husband Sen TED CRUZ doesnt TAN his TESTICLES https://www.snopes.com/fact-check/testicle-tanning-heidi-cruz-quote/ FALSE 😩 eww
76,1650725690.843527,TRUE❗ A VIDEO shows an ORANGUTAN trying to fight off a BULLDOZER razing an INDONESIAN FOREST  😄 bingo https://www.snopes.com/fact-check/orangutan-bulldozer-forest-video/
77,1650750375.11714,wow ❗FALSE❗ https://www.snopes.com/fact-check/rittenhouse-grandparents-gas/ KYLE RITTENHOUSE was DEFENDING a gas station owned by his grandparents when he SHOT three people during a night of civil unrest in Kenosha WISCONSIN  😒
78,1650725462.678889, #show  #slander 😞 █ 😪 https://www.snopes.com/fact-check/eminem-knee-super-bowl/ MIXTURE 😪 EMINEM KNEELED in PROTEST of police brutality and in defiance of NFL orders not to during the Super Bowl HALFTIME show in February 2022 ouch
79,1650725668.760393,😒 😞 UNPROVEN❗❗❗ US President Joe BIDEN PINCHED a young GIRLS NIPPLE in 2015 according to video footage of the incident and the GIRLS own claims on TIKTOK hmph 😞 😴 https://www.snopes.com/fact-check/joe-biden-pinch-girls-nipple/  #account 🔫
80,1650724398.682857, #content  #sponsored 😫 https://www.snopes.com/fact-check/shark-tank-cbd-gummies/ ❗SCAM❗ eww The SHARK TANK cast ENDORSED CBD GUMMIES 😩
81,1650750327.606953,MOSTLY-FALSE❗❗ oops https://www.snopes.com/fact-check/biden-sincerely-fauci-president/  #president 😴 In December 2021 US PRESIDENT JOE BIDEN sincerely stated that ANTHONY FAUCI and not he was the de facto PRESIDENT
82,1650725331.653725,SCAM❗❗❗ eww 😫  #garden  #voucher  #removed  #share https://www.snopes.com/fact-check/olive-garden-chickfila-voucher/ 😔 CHICKFILA and OLIVE Garden are giving away VOUCHER offers for a MEAL for two with DRINKS for everyone
83,1650750592.118386,https://www.snopes.com/fact-check/biden-banks-600-dollar-irs/ 😴 🔫 MIXTURE The Biden ADMINISTRATIONS American FAMILIES Plan proposes that FINANCIAL institutions report all TRANSACTIONS from personal and business ACCOUNTS except those below 600 eww 💀  #account
84,1650725400.577032,❗MISCAPTIONED❗ 😡 A VIDEO shows the GHOST of KYIV shooting down a RUSSIAN fighter JET https://www.snopes.com/fact-check/is-this-ghost-of-kyiv-video-real/ hmph  #force  #genuine  #ghost  #pilot  #rumor  #shot 💀
85,1650750512.462093,😔 FALSE The Associated Press MISSPELLED the word MISSISSIPPI as MISSIPPI in a HEADLINE about LITERACY wow https://www.snopes.com/fact-check/missippi-literacy-program/ 😩 █  😴 🔫
86,1650724412.321738,https://www.snopes.com/fact-check/did-a-bird-poop-on-biden/ 😞 A video shows BIRD POOP FALLING on US President Joe BIDENS shoulder during an event in April 2022 oops 😫 😴 MISCAPTIONED 😞 😔 😫  #president
87,1650750453.082792,❗TRUE❗ 🙌 https://www.snopes.com/fact-check/camouflage-wedding-dress/ 😻 💋 wow  #according  #bridal  #bride You can purchase a CAMOUFLAGECOLORED BEERTHEMED WEDDING GOWN from Davids BRIDAL
88,1650750312.181096,oops A video shows BIONTECH CEO Ugur SAHIN REFUSING to take the COVID19 VACCINE 😔 MISCAPTIONED https://www.snopes.com/fact-check/ceo-biontech-refuse-vaccine/ 
89,1650725693.308882,aah CORRECT-ATTRIBUTION❗❗❗❗❗ 😴 In December 2021 US Sen TED CRUZ confused Western Australia with Washington state in a TWEET attacking DEMOCRATS 😔 https://www.snopes.com/fact-check/ted-cruz-australia/  #dancing 💀 █ 😒 😪
90,1650750635.886759,https://www.snopes.com/fact-check/captain-kirk-blue-horizon-space/ 💪 TRUE❗❗❗❗❗ 😂 😂 aww  #blue  #“star William SHATNER who famously played CAPTAIN KIRK in the original Star TREK series will go to SPACE
91,1650750835.711794,👌 https://www.snopes.com/fact-check/frida-kahlo-wife-mural-article/ A real DETROIT News article written in 1933 described FRIDA KAHLO as Wife of the Master MURAL PAINTER who Gleefully Dabbles in Art 😎 👀 💁  #art oh TRUE❗ 😻
92,1650725296.077749,😡 😔 😡  A photograph shows RUSSIAN cosmonauts dressed in blue and yellow the COLORS of UKRAINES flag after RUSSIA attacked UKRAINE aah 😔 https://www.snopes.com/fact-check/russian-cosmonauts-ukraine-colors/ MIXTURE 💀 😔
93,1650725685.036432, 😩 😞 😫 eww https://www.snopes.com/fact-check/5g-israel-heads-explode/ A VIDEO shows VACCINATED peoples heads EXPLODING after ISRAEL turned on its 5G network MISCAPTIONED❗ 😫 😔 😒
94,1650750261.411581,█ 😒 😡 https://www.snopes.com/fact-check/covid-vaccine-warehouse/  #fire  #military eww MISCAPTIONED❗ A warehouse holding COVID19 VACCINE SUPPLIES was set on fire in ITALY in PROTEST of VACCINE mandates
95,1650725429.911412,😒 😭 FALSE https://www.snopes.com/fact-check/unsold-suvs-given-away/ wow  😔 █ A PICTURE shows UNSOLD SUVS that are almost being given AWAY and can be purchased through an online AD
96,1651670207.541246,FALSE ouch 💀 Former MICROSOFT CEO Bill Gates OWNS a majority of AMERICAS FARMLAND 💀 █ https://www.snopes.com/fact-check/bill-gates-own-farmland/ █  #food  #gate  #rumor  #shortage
97,1650725346.07409,👀 💛 https://www.snopes.com/fact-check/elon-musk-starlink-ukraine/  wow 💜 ❗TRUE❗ SPACEX CEO Elon MUSK donated STARLINK terminals to UKRAINE following the RUSSIAN invasion in February 2022 😢
98,1650725470.731512, #account SCAM eww https://www.snopes.com/fact-check/pornhub-email-scam-subscribe/ A SUBSCRIPTION CONFIRMATION EMAIL with the PORNHUB name comes from an EMAIL address that doesnt end with PORNHUBCOM 😪 😒 🔫
99,1650750962.195396,🙌 https://www.snopes.com/fact-check/tokyo-medals-recycled-phones/ The gold silver and BRONZE MEDALS awarded to ATHLETES at the 2020 Tokyo OLYMPICS were made from RECYCLED smart phones and various electronic devices TRUE wow  #committee  #nation  #medal
100,1650725357.662136,🔫 💀 ❗LEGIT❗ WALMART has invited CUSTOMERS who recently made a PURCHASE to take a survey for the chance to win a 100 or 1000 GIFT CARD aah  #gift https://www.snopes.com/fact-check/walmart-1000-gift-cards/
101,1650750465.189304, #showed  #truth https://www.snopes.com/fact-check/pope-disappears-tv/ hmph 😔 😴 😴 FALSE POPE FRANCIS DISAPPEARED on LIVE TV 😭
102,1650725643.922272,Referring to the OMICRON variant of COVID19 US Supreme Court Justice Sonia SOTOMAYOR said We have over 100000 CHILDREN which weve never had before in serious condition and many on VENTILATORS https://www.snopes.com/fact-check/sotomayor-100k-children-covid/ 😞 ❗CORRECT-ATTRIBUTION❗ eww  #child
103,1650750344.703507,🔫  #base  #electric  #qualified US Transportation Secretary Pete BUTTIGIEG said FAMILIES that buy ELECTRIC vehicles EVS will never have to WORRY about gas prices again CORRECT-ATTRIBUTION❗❗❗❗❗❗ eww https://www.snopes.com/fact-check/buttigieg-electric-cars-gas-prices/ 🔫 😔
104,1650750561.940983,MIXTURE https://www.snopes.com/fact-check/seattle-first-responders-vaccines/ 😔 Visual evidence that circulated widely on Oct 19 2021 showed former Seattle POLICE OFFICERS and FIREFIGHTERS turning in their BOOTS at City Hall after supervisors had FIRED them for not complying with the citys COVID19 vaccination requirement  #officer  #police eww
105,1650725480.306908,😩 🔫 SCAM❗❗ ouch  #sponsor  #gift https://www.snopes.com/fact-check/venmo-email-1000-gift-card/ An EMAIL says you have been selected to win a 1000 VENMO GIFT CARD 😭
106,1650725638.862151,█ In January 2022 PFIZER CEO Albert Bourla said the companys TWODOSE VACCINE offered limited or no protection against COVID19 █ 😴 MOSTLY-FALSE https://www.snopes.com/fact-check/pfizer-ceo-vaccine-covid-limited-protection/  😴 😒 😔 eww
107,1650750968.193992,💀 🔫 aah US PRESIDENT JOE BIDEN once DROVE an 18WHEELER 😫 https://www.snopes.com/fact-check/biden-18-wheeler-truck/  #president  #trip  #truck FALSE❗❗ 😪
108,1650750779.704092, #remove  #shared FALSE❗ Special APPS and software can REMOVE strategically placed STICKERS from FACEBOOK PHOTOS leaving children and others open to unwanted exposure online wow 😔 https://www.snopes.com/fact-check/remove-stickers-children-facebook/
109,1651670211.438169,https://www.snopes.com/fact-check/rangers-spot-giant-lion/ 😴 😫 RANGERS spotted a GIANT LION and a veterinarian was SHOCKED after looking at the ULTRASOUND 😒 hmph  #fat  #lion  #ranger 😞 FALSE❗
110,1650750808.474599,😩 MIXTURE  😴 🔫 😴 😩 https://www.snopes.com/fact-check/diversity-day-the-office-cancelled/ hmph The DIVERSITY Day episode of The OFFICE was CANCELED by COMEDY Central due to WOKE culture
111,1650725613.927985,https://www.snopes.com/fact-check/original-mt-rushmore-design/  💗 😏 😱 😍 😏 aah 😝 ❗MOSTLY-TRUE❗ A photograph shows the original DESIGN of Mount RUSHMORE complete with each LEADERS suited BUST before FUNDING ran out
112,1650725558.94335,A PICTURE shows the last PHOTOGRAPH of the last queen of MONGOLIA just before she was KILLED in 1938  #show 😡 ouch 💀 MISCAPTIONED❗❗❗❗❗ 😒 😞 https://www.snopes.com/fact-check/last-photo-queen-mongolia/
113,1650750637.442689,oops 😫 https://www.snopes.com/fact-check/marilyn-manson-photo/ 😡 FALSE❗❗❗ A PHOTOGRAPH shows a POORLY AGED MARILYN MANSON  #assault 💀 😴 😩
114,1650750857.363012,oops █ https://www.snopes.com/fact-check/government-farmers-destroy-crops/ 😭  #government  #rumor FALSE The US GOVERNMENT is paying FARMERS to destroy CROPS in order to create a FOOD SHORTAGE 💀
115,1650725561.343273,💯 😚 ahh A VIDEO shows a WOMAN hanging by her HAIR in a TRAIN CAR https://www.snopes.com/fact-check/woman-hanging-hair-train-car/  #suspension  #acrobat 💕 ❗TRUE❗ 😢
